car_name,manufacturing_year,milage,ownership,engine cc,fuel_type,"car_price (JPY 10,000)",auction_house
Lexus GX,28-Jul-21,287945 kms,2nd owner,4000,Gasoline,16.8,NTAA Tokyo
Toyota Crown,04-May-17,169794 kms,3rd owner,1500,Electric,16.8,ONAA Osaka
Nissan GTR,08-Jan-15,284130 kms,2nd owner,4000,Hybrid,46.8,RAA Ryutsu
Lexus ES,23-Nov-03,275199 kms,3rd owner,3000,CNG,36.8,NAA Osaka
Subaru Legacy,17-Dec-91,44124 kms,3rd owner,2000,Gasoline,16.8,NAA Osaka
Toyota Crown,19-Mar-21,257061 kms,3rd owner,3000,Electric,26.8,RAA Ryutsu
Toyota Crown,16-Nov-10,88734 kms,1st owner,1500,Hybrid,56.8,GAO! Nagoya
Toyota Corolla,17-Jul-13,60009 kms,4th owner,2500,Electric,36.8,IMA East
Mazda CX-5,27-Dec-02,203791 kms,2nd owner,3000,Diesel,36.8,SMAP Tokyo
Daihatsu Hijet,06-Oct-11,28208 kms,3rd owner,3500,Gasoline,6.8,IMA East
Toyota Camry,07-Aug-06,21367 kms,3rd owner,2500,Electric,36.8,LAA Kansai
Honda Odyssey,02-Feb-92,183210 kms,3rd owner,3000,Gasoline,36.8,GAO! Nagoya
Mitsubishi Mirage,06-Nov-93,85113 kms,2nd owner,3500,Hybrid,56.8,USS Tokyo
Honda Accord,16-Jan-19,165263 kms,1st owner,1500,CNG,16.8,HERO Saitama
Daihatsu Hijet,18-Jan-97,107164 kms,1st owner,2000,Electric,6.8,SMAP Tokyo
Honda Accord,12-Nov-13,84553 kms,4th owner,4000,CNG,16.8,USS Tokyo
Daihatsu Tanto,16-Jul-91,261183 kms,2nd owner,2000,Diesel,6.8,KCAA Kyushu
Daihatsu Move,27-Oct-21,20035 kms,3rd owner,4500,Gasoline,16.8,SMAP Tokyo
Mazda CX-5,25-Jun-93,229659 kms,1st owner,660,Diesel,16.8,ONAA Osaka
Lexus GX,14-Nov-00,149486 kms,4th owner,3500,Electric,6.8,JU Kanagawa
Lexus IS,05-Nov-18,128969 kms,3rd owner,3000,Diesel,36.8,TAA Nagoya
Lexus RX,26-Apr-97,188046 kms,3rd owner,4000,Diesel,16.8,GAO! Nagoya
Lexus IS,23-Jan-10,81750 kms,3rd owner,1500,Gasoline,6.8,ONAA Osaka
Honda Accord,15-Jan-06,195312 kms,3rd owner,2500,Diesel,26.8,KIX Kansai
Honda Civic,31-Oct-93,55605 kms,4th owner,2500,CNG,26.8,ONAA Osaka
Honda CR-V,08-Feb-07,205909 kms,1st owner,3000,Diesel,36.8,CAA Chubu
Toyota Camry,04-Aug-10,204399 kms,4th owner,3500,CNG,6.8,NAA Osaka
Lexus RX,23-May-95,58916 kms,2nd owner,3500,Diesel,16.8,KIX Kansai
Honda Odyssey,11-Mar-02,272078 kms,4th owner,2000,Hybrid,56.8,LAA Kansai
Mitsubishi Mirage,03-Feb-04,41578 kms,1st owner,3000,CNG,26.8,SAA Sapporo
Subaru Outback,18-Feb-98,215265 kms,2nd owner,2000,Diesel,6.8,RAA Ryutsu
Lexus IS,01-Feb-18,249535 kms,2nd owner,3500,Hybrid,46.8,GNN Osaka
Daihatsu Tanto,18-Jan-01,24054 kms,3rd owner,1500,CNG,6.8,GAO! Nagoya
Nissan Skyline,05-Jun-20,127595 kms,3rd owner,1500,Electric,16.8,Honda Auto Auction Fukuoka
Subaru Impreza,06-Dec-21,99148 kms,4th owner,2000,Gasoline,16.8,SMAP Tokyo
Mitsubishi Lancer,27-Mar-16,99414 kms,2nd owner,4500,Electric,16.8,HERO Saitama
Daihatsu Move,22-Jan-99,107230 kms,3rd owner,2500,Electric,36.8,HAA Kobe
Suzuki Alto,26-Jan-00,126666 kms,3rd owner,1500,Hybrid,46.8,HAA Kobe
Honda Fit,27-Mar-08,247843 kms,1st owner,2000,Gasoline,6.8,GNN Osaka
Lexus GX,03-Dec-91,130362 kms,1st owner,660,Gasoline,6.8,TAA Nagoya
Suzuki Vitara,30-Mar-20,182739 kms,1st owner,3500,Electric,16.8,ONAA Osaka
Mitsubishi Pajero,28-Oct-19,175837 kms,4th owner,2000,Electric,16.8,TAA Nagoya
Nissan Patrol,28-May-04,98321 kms,2nd owner,2500,Electric,26.8,ONAA Osaka
Suzuki Swift,09-Aug-18,249079 kms,2nd owner,3000,Diesel,36.8,GNN Osaka
Mazda Axela,23-Mar-99,200990 kms,1st owner,2000,Gasoline,6.8,NAA Osaka
Mazda Axela,11-Sep-05,221648 kms,4th owner,660,Diesel,6.8,SAA Sapporo
Mitsubishi Lancer,27-Sep-22,198026 kms,4th owner,3500,Electric,16.8,GNN Osaka
Mitsubishi Mirage,27-Aug-99,70522 kms,1st owner,4000,Diesel,6.8,HERO Saitama
Lexus GX,16-Apr-11,224491 kms,3rd owner,3000,Gasoline,26.8,NAA Osaka
Nissan GTR,05-Oct-94,262021 kms,2nd owner,4500,Electric,6.8,JU Kanagawa
Mazda CX-5,28-Mar-06,289604 kms,4th owner,4000,Electric,16.8,USS Tokyo
Nissan Patrol,29-Jul-06,225045 kms,1st owner,3500,Hybrid,56.8,NTAA Tokyo
Nissan X-Trail,13-Feb-91,6326 kms,3rd owner,2000,Diesel,6.8,ONAA Osaka
Lexus ES,14-Mar-99,245568 kms,1st owner,2000,Diesel,16.8,NTAA Tokyo
Lexus GX,28-Jun-16,194146 kms,2nd owner,1500,Diesel,16.8,HERO Saitama
Mitsubishi Pajero,04-Sep-01,153943 kms,3rd owner,3500,CNG,6.8,SAA Sapporo
Subaru Impreza,30-Dec-96,30087 kms,1st owner,2000,CNG,16.8,HAA Kobe
Mazda Demio,19-Mar-11,87124 kms,4th owner,1500,CNG,16.8,SAA Sapporo
Lexus ES,15-Dec-99,162303 kms,2nd owner,3000,Hybrid,76.8,CAA Chubu
Subaru Impreza,16-Nov-22,15692 kms,1st owner,3500,CNG,16.8,ONAA Osaka
Subaru Legacy,24-Mar-12,66142 kms,2nd owner,2500,Hybrid,76.8,GNN Osaka
Lexus GX,09-Nov-19,164543 kms,4th owner,2000,CNG,6.8,Honda Auto Auction Fukuoka
Toyota Vitz,07-Jul-21,183780 kms,2nd owner,3500,CNG,6.8,USS Tokyo
Mitsubishi Lancer,12-Aug-92,280996 kms,4th owner,4000,Gasoline,16.8,USS Tokyo
Toyota Corolla,18-Mar-93,58039 kms,2nd owner,2500,Hybrid,66.8,KCAA Kyushu
Daihatsu Move,21-Dec-21,34293 kms,2nd owner,2500,CNG,36.8,NTAA Tokyo
Suzuki Swift,30-Dec-07,231075 kms,2nd owner,3000,Hybrid,76.8,LAA Kansai
Honda CR-V,23-Jan-01,128181 kms,2nd owner,3500,Hybrid,46.8,GNN Osaka
Daihatsu Tanto,26-Mar-21,29671 kms,3rd owner,3000,Electric,26.8,SMAP Tokyo
Lexus GX,20-Jun-97,16159 kms,4th owner,3000,CNG,36.8,NAA Osaka
Toyota Vitz,21-Apr-05,78894 kms,4th owner,4500,Gasoline,6.8,GNN Osaka
Nissan GTR,04-Jan-12,178855 kms,3rd owner,2000,CNG,16.8,SAA Sapporo
Mitsubishi Pajero,28-Jul-09,128844 kms,2nd owner,2000,Diesel,16.8,IMA East
Nissan Altima,04-Aug-11,161571 kms,2nd owner,2000,Gasoline,6.8,KCAA Kyushu
Honda Fit,25-Aug-04,297941 kms,3rd owner,4000,Hybrid,56.8,KCAA Kyushu
Suzuki Swift,30-Aug-19,245141 kms,1st owner,3000,Diesel,36.8,NTAA Tokyo
Suzuki Jimny,17-Sep-01,48931 kms,2nd owner,2500,Hybrid,76.8,TAA Nagoya
Suzuki Vitara,18-Jul-95,249487 kms,2nd owner,3000,Hybrid,76.8,GAO! Nagoya
Toyota Camry,02-Aug-92,255893 kms,2nd owner,2500,Hybrid,66.8,NTAA Tokyo
Mitsubishi Lancer,02-Nov-91,274302 kms,4th owner,2000,CNG,6.8,SAA Sapporo
Subaru Impreza,09-Jan-09,273895 kms,3rd owner,3500,Hybrid,46.8,CAA Chubu
Subaru Legacy,27-May-12,48443 kms,1st owner,1500,Electric,6.8,RAA Ryutsu
Mazda RX-7,22-Aug-96,120671 kms,4th owner,2500,Electric,26.8,SMAP Tokyo
Lexus RX,13-Dec-03,255088 kms,1st owner,2000,CNG,6.8,ONAA Osaka
Subaru Impreza,04-Oct-93,133125 kms,3rd owner,3000,Gasoline,36.8,IMA East
Honda Civic,02-Dec-12,123994 kms,2nd owner,4000,CNG,6.8,NTAA Tokyo
Nissan GTR,03-Dec-92,215971 kms,3rd owner,3000,Diesel,36.8,KCAA Kyushu
Lexus ES,07-Sep-98,96987 kms,4th owner,3500,Diesel,6.8,CAA Chubu
Mitsubishi Mirage,10-Mar-17,89186 kms,4th owner,3500,Diesel,16.8,TAA Nagoya
Lexus GX,19-Dec-22,223728 kms,2nd owner,3500,CNG,16.8,RAA Ryutsu
Subaru BRZ,31-Aug-14,66084 kms,4th owner,3500,Electric,16.8,JU Kanagawa
Lexus IS,13-Aug-15,12547 kms,3rd owner,3500,Electric,16.8,SMAP Tokyo
Nissan GTR,02-Jul-02,16173 kms,1st owner,1500,Gasoline,16.8,JU Kanagawa
Nissan Note,15-Sep-09,172557 kms,4th owner,4000,CNG,16.8,SMAP Tokyo
Mitsubishi Mirage,25-May-19,56024 kms,3rd owner,3500,Diesel,6.8,LAA Kansai
Lexus GX,20-Nov-00,120243 kms,1st owner,1500,Gasoline,16.8,NAA Osaka
Nissan Skyline,22-Jul-15,215998 kms,3rd owner,1500,Gasoline,16.8,GAO! Nagoya
Nissan Patrol,02-Aug-21,40311 kms,2nd owner,4000,Hybrid,46.8,USS Tokyo
Nissan Note,29-Apr-13,247883 kms,2nd owner,4000,Gasoline,6.8,CAA Chubu
Subaru Outback,18-May-04,266822 kms,4th owner,2000,Electric,16.8,CAA Chubu
Daihatsu Mira,08-Jul-13,27173 kms,1st owner,3000,Diesel,26.8,CAA Chubu
Lexus ES,19-Nov-97,99391 kms,1st owner,1500,Electric,16.8,GAO! Nagoya
Lexus GX,29-Nov-91,116891 kms,4th owner,2000,CNG,6.8,JU Kanagawa
Honda Civic,08-Apr-17,114409 kms,3rd owner,2500,Electric,26.8,GAO! Nagoya
Mazda RX-7,18-Oct-13,5515 kms,1st owner,2000,CNG,6.8,NTAA Tokyo
Honda CR-V,13-Aug-06,114509 kms,1st owner,1500,CNG,16.8,JU Kanagawa
Mitsubishi Lancer,16-Apr-05,206936 kms,2nd owner,1500,CNG,6.8,ONAA Osaka
Honda Fit,24-May-90,208519 kms,4th owner,3500,Gasoline,6.8,Honda Auto Auction Fukuoka
Suzuki Alto,20-Oct-18,157154 kms,4th owner,4000,CNG,6.8,RAA Ryutsu
Subaru Outback,12-Nov-95,160483 kms,2nd owner,3000,Hybrid,76.8,KCAA Kyushu
Honda Accord,10-Feb-98,81478 kms,1st owner,2500,Hybrid,66.8,CAA Chubu
Honda CR-V,04-Feb-94,199111 kms,2nd owner,1500,Hybrid,56.8,NAA Osaka
Honda Accord,14-May-19,176006 kms,2nd owner,2000,Diesel,16.8,TAA Nagoya
Mitsubishi Mirage,27-Mar-93,232187 kms,2nd owner,2000,Diesel,6.8,GAO! Nagoya
Nissan Skyline,09-May-18,196286 kms,1st owner,1500,Diesel,16.8,HERO Saitama
Suzuki Jimny,12-Jan-21,187843 kms,1st owner,3000,CNG,26.8,ONAA Osaka
Nissan Note,27-Jul-98,41013 kms,2nd owner,3500,CNG,16.8,JU Kanagawa
Toyota Corolla,23-Dec-94,98886 kms,3rd owner,2000,Diesel,16.8,GNN Osaka
Honda Civic,28-Nov-02,179085 kms,3rd owner,1500,Gasoline,6.8,GNN Osaka
Mitsubishi Mirage,04-Dec-10,287627 kms,2nd owner,2000,CNG,16.8,SAA Sapporo
Mitsubishi Mirage,08-Aug-10,232526 kms,3rd owner,3000,CNG,36.8,SAA Sapporo
Toyota Crown,01-Oct-07,106352 kms,1st owner,3500,Electric,16.8,NTAA Tokyo
Mazda Demio,03-May-92,265480 kms,4th owner,1500,CNG,6.8,ONAA Osaka
Subaru BRZ,23-Mar-96,182356 kms,2nd owner,4000,Electric,16.8,HERO Saitama
Honda CR-V,09-May-92,90318 kms,2nd owner,1500,Diesel,16.8,GAO! Nagoya
Mazda Demio,04-Jun-11,117348 kms,2nd owner,2500,Hybrid,76.8,KIX Kansai
Mitsubishi Lancer,24-Jun-21,96351 kms,4th owner,4000,CNG,6.8,NAA Osaka
Mazda Demio,03-Mar-02,145842 kms,1st owner,1500,CNG,16.8,KCAA Kyushu
Nissan Patrol,31-Mar-15,124330 kms,3rd owner,4000,Hybrid,56.8,JU Kanagawa
Honda CR-V,03-Oct-12,255301 kms,1st owner,3000,Diesel,26.8,NAA Osaka
Lexus RX,17-Aug-17,92564 kms,1st owner,1500,Diesel,6.8,KIX Kansai
Mitsubishi Pajero,02-May-06,118987 kms,2nd owner,2500,Hybrid,66.8,SMAP Tokyo
Mitsubishi Pajero,06-Dec-19,175009 kms,3rd owner,1500,CNG,6.8,ONAA Osaka
Lexus GX,07-Oct-21,265530 kms,4th owner,2000,Hybrid,56.8,SMAP Tokyo
Toyota Prius,01-May-15,138320 kms,2nd owner,1500,Hybrid,46.8,KCAA Kyushu
Suzuki Swift,08-Jul-22,209214 kms,4th owner,3000,Electric,26.8,HAA Kobe
Lexus GX,14-Oct-16,219185 kms,3rd owner,3000,Hybrid,76.8,CAA Chubu
Nissan X-Trail,03-May-17,252362 kms,4th owner,3000,Diesel,36.8,IMA East
Subaru BRZ,03-Apr-21,173667 kms,1st owner,3500,CNG,6.8,CAA Chubu
Mazda CX-5,23-Dec-03,133197 kms,3rd owner,2000,Gasoline,6.8,CAA Chubu
Honda Odyssey,03-Sep-03,262721 kms,3rd owner,2000,Diesel,6.8,GNN Osaka
Mazda CX-5,17-May-94,194847 kms,1st owner,2500,Gasoline,36.8,HERO Saitama
Daihatsu Move,03-Mar-98,177584 kms,1st owner,3000,Hybrid,76.8,RAA Ryutsu
Honda Odyssey,17-Sep-17,86660 kms,3rd owner,660,Diesel,6.8,USS Tokyo
Subaru Legacy,05-Oct-15,176849 kms,1st owner,4000,Diesel,16.8,SMAP Tokyo
Subaru Legacy,16-Jun-99,11910 kms,4th owner,4000,Hybrid,46.8,TAA Nagoya
Subaru Impreza,17-Sep-96,87797 kms,4th owner,3000,Electric,36.8,TAA Nagoya
Mitsubishi Mirage,10-Mar-10,102546 kms,1st owner,3500,Electric,6.8,ONAA Osaka
Honda Fit,08-Apr-90,191169 kms,4th owner,660,Gasoline,16.8,HERO Saitama
Mazda CX-5,10-May-99,254093 kms,2nd owner,4000,Diesel,6.8,IMA East
Nissan Altima,06-May-92,291181 kms,2nd owner,3500,Gasoline,6.8,HERO Saitama
Subaru Impreza,10-Jul-94,200164 kms,2nd owner,2500,Hybrid,66.8,HERO Saitama
Lexus GX,03-Nov-98,169182 kms,4th owner,1500,CNG,16.8,Honda Auto Auction Fukuoka
Mazda Demio,31-Dec-00,283895 kms,3rd owner,4000,Gasoline,16.8,ONAA Osaka
Daihatsu Move,17-May-09,237683 kms,3rd owner,4000,Electric,6.8,TAA Nagoya
Subaru Impreza,23-Jul-04,9721 kms,3rd owner,2000,CNG,16.8,LAA Kansai
Suzuki Swift,08-Aug-18,175062 kms,3rd owner,2000,CNG,16.8,SMAP Tokyo
Mitsubishi Pajero,31-May-02,131592 kms,2nd owner,4000,Hybrid,56.8,NTAA Tokyo
Daihatsu Move,08-Oct-03,170025 kms,4th owner,3000,Hybrid,76.8,HERO Saitama
Toyota Camry,16-Jun-02,85532 kms,2nd owner,3500,Electric,16.8,KCAA Kyushu
Mazda RX-7,08-Jan-95,288809 kms,3rd owner,2000,Diesel,16.8,USS Tokyo
Toyota Corolla,21-Feb-12,197441 kms,1st owner,3500,Electric,16.8,HAA Kobe
Honda Accord,26-Feb-18,273014 kms,3rd owner,2500,Gasoline,26.8,SMAP Tokyo
Lexus IS,11-Feb-07,250147 kms,4th owner,1500,Diesel,16.8,TAA Nagoya
Daihatsu Move,04-Apr-13,264958 kms,4th owner,4000,Electric,16.8,SAA Sapporo
Honda CR-V,24-Feb-18,34031 kms,2nd owner,3000,Hybrid,76.8,ONAA Osaka
Mitsubishi Lancer,22-Mar-99,133664 kms,4th owner,2000,CNG,16.8,LAA Kansai
Mazda Demio,09-Apr-21,126497 kms,2nd owner,1500,Gasoline,6.8,CAA Chubu
Mitsubishi Mirage,07-Oct-96,229186 kms,4th owner,3000,Hybrid,76.8,Honda Auto Auction Fukuoka
Mazda CX-5,18-May-98,27038 kms,3rd owner,660,CNG,16.8,NAA Osaka
Lexus IS,29-Dec-16,270075 kms,1st owner,1500,Electric,16.8,KCAA Kyushu
Suzuki Jimny,28-Sep-21,152344 kms,3rd owner,2500,CNG,26.8,GAO! Nagoya
Nissan GTR,31-Mar-11,241711 kms,3rd owner,4000,Electric,16.8,GAO! Nagoya
Daihatsu Mira,13-Feb-90,283658 kms,1st owner,3500,Diesel,16.8,NTAA Tokyo
Daihatsu Mira,05-Jan-21,201166 kms,2nd owner,2000,CNG,6.8,SAA Sapporo
Suzuki Jimny,05-Sep-90,83952 kms,2nd owner,1500,CNG,16.8,KIX Kansai
Daihatsu Mira,07-Jun-01,210509 kms,1st owner,2500,Hybrid,66.8,HAA Kobe
Suzuki Alto,03-Oct-96,230302 kms,4th owner,3000,Electric,26.8,ONAA Osaka
Suzuki Jimny,22-Sep-18,64382 kms,2nd owner,1500,Diesel,6.8,SAA Sapporo
Suzuki Alto,13-Oct-95,286771 kms,2nd owner,4000,Gasoline,6.8,CAA Chubu
Toyota Prius,16-Oct-05,105029 kms,1st owner,1500,Electric,16.8,Honda Auto Auction Fukuoka
Honda Civic,02-Sep-95,180060 kms,1st owner,4000,Hybrid,56.8,SAA Sapporo
Nissan Skyline,21-Feb-92,18792 kms,1st owner,3500,Gasoline,16.8,JU Kanagawa
Mazda Demio,21-Aug-99,239956 kms,4th owner,1500,Electric,6.8,TAA Nagoya
Mazda RX-7,21-May-15,238277 kms,4th owner,3000,Hybrid,76.8,SAA Sapporo
Daihatsu Hijet,09-Feb-97,22423 kms,1st owner,3500,CNG,6.8,KIX Kansai
Nissan Patrol,23-Aug-92,245905 kms,3rd owner,2000,Gasoline,6.8,SMAP Tokyo
Mitsubishi Pajero,05-Jul-90,184700 kms,3rd owner,2500,Diesel,36.8,IMA East
Suzuki Jimny,29-Jan-97,69483 kms,2nd owner,2500,Gasoline,36.8,CAA Chubu
Toyota Vitz,21-Aug-13,141626 kms,4th owner,2000,CNG,16.8,KIX Kansai
Toyota Land Cruiser,17-May-22,147092 kms,3rd owner,1500,Hybrid,46.8,LAA Kansai
Lexus IS,18-Feb-14,235039 kms,1st owner,3000,CNG,36.8,HAA Kobe
Daihatsu Mira,02-Dec-22,299506 kms,3rd owner,4000,Gasoline,16.8,SMAP Tokyo
Mazda Demio,16-May-01,279838 kms,2nd owner,1500,Gasoline,16.8,GNN Osaka
Mitsubishi Mirage,11-Jun-92,232270 kms,3rd owner,2000,Gasoline,16.8,IMA East
Daihatsu Move,06-Aug-97,92465 kms,2nd owner,3000,Gasoline,26.8,SMAP Tokyo
Honda Fit,29-Sep-95,166530 kms,2nd owner,3500,Hybrid,46.8,JU Kanagawa
Honda Accord,25-Aug-08,19362 kms,3rd owner,2000,Electric,16.8,IMA East
Subaru Impreza,10-Jul-90,54997 kms,4th owner,2000,Electric,16.8,KCAA Kyushu
Suzuki Vitara,25-Jan-09,265662 kms,2nd owner,1500,Gasoline,6.8,HAA Kobe
Lexus IS,02-Jan-10,201996 kms,1st owner,3500,Diesel,6.8,SAA Sapporo
Nissan Note,23-Nov-01,283764 kms,3rd owner,3500,Gasoline,6.8,GAO! Nagoya
Subaru Legacy,18-Aug-18,69512 kms,2nd owner,3500,Electric,16.8,Honda Auto Auction Fukuoka
Suzuki Jimny,10-Apr-15,64211 kms,1st owner,1500,Hybrid,46.8,CAA Chubu
Nissan Skyline,14-Feb-92,77783 kms,3rd owner,1500,Gasoline,16.8,HAA Kobe
Lexus ES,09-Dec-03,50221 kms,2nd owner,1500,CNG,16.8,HERO Saitama
Nissan GTR,03-Nov-95,21984 kms,3rd owner,2000,Gasoline,16.8,KCAA Kyushu
Toyota Vitz,26-Oct-02,30430 kms,4th owner,4000,Diesel,6.8,TAA Nagoya
Daihatsu Mira,02-Jul-20,125754 kms,2nd owner,2500,Hybrid,66.8,Honda Auto Auction Fukuoka
Honda Civic,11-Apr-14,105238 kms,3rd owner,1500,Diesel,16.8,USS Tokyo
Nissan X-Trail,09-Dec-14,151979 kms,3rd owner,2000,CNG,6.8,ONAA Osaka
Daihatsu Mira,08-Dec-95,265853 kms,2nd owner,4000,Hybrid,46.8,NAA Osaka
Daihatsu Mira,07-Jun-95,92465 kms,1st owner,1500,Electric,6.8,KIX Kansai
Daihatsu Move,06-Feb-07,192192 kms,1st owner,2500,CNG,36.8,ONAA Osaka
Mitsubishi Lancer,08-Apr-18,230335 kms,4th owner,4000,Gasoline,6.8,HERO Saitama
Lexus RX,14-Aug-19,131469 kms,4th owner,2500,CNG,26.8,SAA Sapporo
Nissan Patrol,21-Sep-07,243788 kms,3rd owner,3500,Hybrid,46.8,IMA East
Nissan X-Trail,27-Jan-03,268614 kms,3rd owner,3500,Hybrid,46.8,Honda Auto Auction Fukuoka
Toyota Camry,19-Nov-97,117678 kms,4th owner,3000,CNG,36.8,SAA Sapporo
Lexus GX,30-Apr-05,66603 kms,4th owner,4000,CNG,16.8,KIX Kansai
Mazda Demio,10-Dec-98,47152 kms,4th owner,4000,CNG,16.8,SAA Sapporo
Mitsubishi Mirage,07-Nov-96,11523 kms,2nd owner,1500,Hybrid,56.8,Honda Auto Auction Fukuoka
Toyota Hiace,17-Feb-96,11014 kms,1st owner,2000,CNG,16.8,KIX Kansai
Suzuki Jimny,13-May-08,265064 kms,3rd owner,1500,Gasoline,16.8,LAA Kansai
Toyota Vitz,07-Sep-99,167946 kms,2nd owner,660,Diesel,16.8,USS Tokyo
Nissan GTR,03-Dec-07,290491 kms,2nd owner,3000,Gasoline,36.8,GNN Osaka
Nissan X-Trail,17-Dec-93,65898 kms,3rd owner,4000,Electric,6.8,USS Tokyo
Daihatsu Move,14-Sep-16,238266 kms,2nd owner,3500,CNG,6.8,KIX Kansai
Lexus IS,20-Jul-96,277404 kms,1st owner,3500,Diesel,6.8,TAA Nagoya
Nissan Patrol,03-May-91,187647 kms,4th owner,1500,CNG,6.8,Honda Auto Auction Fukuoka
Honda Odyssey,11-Sep-16,117837 kms,4th owner,1500,Diesel,16.8,Honda Auto Auction Fukuoka
Toyota Crown,01-Dec-93,189764 kms,3rd owner,3000,Diesel,26.8,KCAA Kyushu
Subaru Impreza,20-May-18,177967 kms,4th owner,3000,Diesel,26.8,SMAP Tokyo
Daihatsu Hijet,17-Jul-94,273737 kms,3rd owner,2000,Diesel,16.8,JU Kanagawa
Lexus IS,15-Jul-96,15327 kms,4th owner,3000,CNG,36.8,IMA East
Mitsubishi Pajero,25-Aug-14,144929 kms,2nd owner,3000,Electric,26.8,GNN Osaka
Suzuki Jimny,07-Mar-19,63308 kms,4th owner,660,Hybrid,56.8,HERO Saitama
Suzuki Swift,18-Nov-05,150548 kms,3rd owner,2000,Hybrid,56.8,LAA Kansai
Nissan Skyline,05-Aug-92,284662 kms,2nd owner,4000,Electric,6.8,JU Kanagawa
Mazda Demio,22-Apr-91,288652 kms,1st owner,1500,Hybrid,46.8,SAA Sapporo
Honda Odyssey,27-Apr-04,40190 kms,4th owner,2500,Diesel,26.8,TAA Nagoya
Mazda CX-5,04-Nov-01,183790 kms,1st owner,4500,Gasoline,16.8,HERO Saitama
Mitsubishi Lancer,13-Feb-02,133174 kms,2nd owner,660,Electric,16.8,NTAA Tokyo
Nissan X-Trail,25-Sep-12,150198 kms,2nd owner,3000,Gasoline,36.8,RAA Ryutsu
Toyota Camry,08-Feb-18,276143 kms,3rd owner,4000,Electric,6.8,SMAP Tokyo
Toyota Corolla,07-Apr-99,71361 kms,4th owner,2500,Hybrid,76.8,LAA Kansai
Toyota Camry,26-Jun-18,179485 kms,2nd owner,2000,Gasoline,6.8,GNN Osaka
Nissan Patrol,16-Feb-11,94288 kms,3rd owner,3000,Gasoline,36.8,GAO! Nagoya
Nissan Note,19-Mar-00,163582 kms,4th owner,4500,Hybrid,46.8,CAA Chubu
Nissan GTR,25-Aug-04,173214 kms,1st owner,3000,CNG,36.8,HAA Kobe
Mazda CX-5,20-Aug-99,213614 kms,1st owner,4000,Hybrid,56.8,NAA Osaka
Daihatsu Tanto,05-Jan-22,23424 kms,2nd owner,2500,CNG,26.8,GAO! Nagoya
Daihatsu Move,24-Aug-11,113971 kms,4th owner,1500,Gasoline,16.8,SMAP Tokyo
Subaru Impreza,18-Apr-98,65684 kms,4th owner,4000,Hybrid,56.8,SMAP Tokyo
Lexus ES,13-Jan-21,67500 kms,4th owner,1500,Diesel,16.8,IMA East
Daihatsu Tanto,20-Oct-14,111678 kms,1st owner,2000,Electric,16.8,KCAA Kyushu
Lexus ES,21-Mar-91,113075 kms,1st owner,1500,Diesel,6.8,CAA Chubu
Suzuki Swift,08-Dec-03,163724 kms,1st owner,4500,Hybrid,56.8,RAA Ryutsu
Mazda RX-7,19-Aug-09,163615 kms,1st owner,1500,Diesel,16.8,RAA Ryutsu
Toyota Camry,17-Oct-92,289207 kms,1st owner,2500,Electric,36.8,ONAA Osaka
Subaru Legacy,30-Jan-12,123204 kms,3rd owner,3500,Gasoline,16.8,SMAP Tokyo
Mitsubishi Lancer,08-Nov-13,32950 kms,4th owner,4000,Gasoline,16.8,JU Kanagawa
Honda CR-V,22-Apr-93,65228 kms,2nd owner,4000,CNG,6.8,GAO! Nagoya
Honda Fit,23-Jan-98,267617 kms,3rd owner,660,CNG,6.8,SMAP Tokyo
Mitsubishi Lancer,09-Jul-91,149178 kms,3rd owner,4500,Electric,6.8,KCAA Kyushu
Suzuki Alto,09-Jun-00,35960 kms,2nd owner,4500,Gasoline,6.8,Honda Auto Auction Fukuoka
Mitsubishi Pajero,25-May-13,102474 kms,4th owner,2000,Hybrid,46.8,HAA Kobe
Mitsubishi Mirage,14-Apr-08,139660 kms,2nd owner,3500,CNG,16.8,HERO Saitama
Subaru Legacy,17-Mar-10,265747 kms,3rd owner,3000,Electric,26.8,CAA Chubu
Lexus ES,08-Apr-19,106384 kms,3rd owner,1500,Diesel,16.8,RAA Ryutsu
Mazda Demio,01-Jan-04,68271 kms,2nd owner,3000,Hybrid,66.8,GAO! Nagoya
Nissan Altima,04-Feb-16,173542 kms,4th owner,4000,Diesel,6.8,KCAA Kyushu
Toyota Hiace,26-May-99,64778 kms,3rd owner,4500,Gasoline,16.8,HAA Kobe
Mitsubishi Lancer,26-Oct-07,9450 kms,4th owner,2000,CNG,16.8,SAA Sapporo
Daihatsu Hijet,20-Sep-07,141266 kms,4th owner,4500,CNG,6.8,SMAP Tokyo
Daihatsu Hijet,07-Jun-16,227557 kms,2nd owner,1500,Electric,16.8,JU Kanagawa
Mazda Axela,18-Jan-99,296059 kms,2nd owner,4500,Diesel,6.8,TAA Nagoya
Daihatsu Move,17-Jan-22,170818 kms,2nd owner,1500,Diesel,16.8,HERO Saitama
Suzuki Jimny,05-Oct-00,65175 kms,2nd owner,3500,Electric,16.8,Honda Auto Auction Fukuoka
Mazda RX-7,20-Oct-07,174121 kms,3rd owner,4000,Diesel,16.8,ONAA Osaka
Honda Odyssey,10-Nov-10,175490 kms,4th owner,2500,Gasoline,36.8,HERO Saitama
Toyota Land Cruiser,30-Dec-99,89972 kms,3rd owner,1500,Diesel,16.8,KIX Kansai
